chapter_idx,chapter_title,event_idx,word_count,prefix-probing_rougeL,simple_agent_extraction_rougeL,simple_agent_extraction_refined_best_rougeL,simple_agent_extraction_refined_first_rougeL,prefix-probing_weighted_rougeL,simple_agent_extraction_weighted_rougeL,simple_agent_extraction_refined_best_weighted_rougeL,simple_agent_extraction_refined_first_weighted_rougeL
14,Chapter 14,3,298,0.16228070175438597,0.5087719298245614,0.5087719298245614,0.5087719298245614,0.0006394579790390477,0.0020047871775278254,0.0020047871775278254,0.0020047871775278254
14,Chapter 14,4,265,0.22033898305084745,0.4322033898305085,0.4322033898305085,0.4322033898305085,0.0007720867229322531,0.0015144778026748042,0.0015144778026748042,0.0015144778026748042
14,Chapter 14,5,544,0.23146067415730337,0.46741573033707867,0.46741573033707867,0.46741573033707867,0.0016649645193659989,0.003362258446875027,0.003362258446875027,0.003362258446875027
14,Chapter 14,6,268,0.21875,0.45535714285714285,0.45535714285714285,0.45535714285714285,0.0007751963610398541,0.0016136740576747982,0.0016136740576747982,0.0016136740576747982
15,Chapter 15,0,309,0.27106227106227104,0.5091575091575091,0.5091575091575091,0.5091575091575091,0.0011075323534001766,0.0020803648259814125,0.0020803648259814125,0.0020803648259814125
15,Chapter 15,1,167,0.2206896551724138,0.4068965517241379,0.4068965517241379,0.4068965517241379,0.0004873346787320909,0.0008985233139122926,0.0008985233139122926,0.0008985233139122926
15,Chapter 15,2,207,0.39204545454545453,0.5511363636363636,0.6704545454545454,0.5568181818181818,0.001073088740524543,0.0015085450410272563,0.001835137266404291,0.0015240970517594959
15,Chapter 15,3,119,0.28431372549019607,0.5490196078431373,0.7352941176470589,0.5588235294117647,0.0004473770043812092,0.0008639004222533698,0.0011570094940893344,0.0008793272155078941
15,Chapter 15,4,279,0.2757201646090535,0.30864197530864196,0.39094650205761317,0.39094650205761317,0.001017188875861819,0.0011386442640244241,0.0014422827344309375,0.0014422827344309375
15,Chapter 15,5,267,0.2606837606837607,0.3974358974358974,0.3974358974358974,0.3974358974358974,0.0009203523140528932,0.001403160085359329,0.001403160085359329,0.001403160085359329
15,Chapter 15,6,126,0.2358490566037736,0.39622641509433965,0.39622641509433965,0.39622641509433965,0.0003929466206341135,0.0006601503226653108,0.0006601503226653108,0.0006601503226653108
15,Chapter 15,7,446,0.2022792022792023,0.47293447293447294,0.47293447293447294,0.47293447293447294,0.0011929300004829585,0.0027891039447911427,0.0027891039447911427,0.0027891039447911427
16,Chapter 16,0,389,0.218562874251497,0.38922155688622756,0.38922155688622756,0.38922155688622756,0.0011242292079950327,0.0020020520142377293,0.0020020520142377293,0.0020020520142377293
16,Chapter 16,1,206,0.29651162790697677,0.5523255813953488,0.7732558139534884,0.5988372093023255,0.0008076771923523288,0.0015044967308523768,0.002106295423193328,0.0016311911923978402
16,Chapter 16,2,377,0.24561403508771928,0.3742690058479532,0.5087719298245614,0.4152046783625731,0.0012244002225169936,0.0018657527200258955,0.0025362576037852016,0.0020698194237787275
16,Chapter 16,3,231,0.2676767676767677,0.4696969696969697,0.6060606060606061,0.6060606060606061,0.0008176200424897963,0.0014346917726707747,0.001851215190542935,0.001851215190542935
16,Chapter 16,4,109,0.15942028985507245,0.7971014492753623,0.7971014492753623,0.7971014492753623,0.0002297729827599357,0.0011488649137996784,0.0011488649137996784,0.0011488649137996784
16,Chapter 16,5,493,0.19950738916256158,0.29802955665024633,0.29802955665024633,0.29802955665024633,0.0013005731211110313,0.0019428314525238865,0.0019428314525238865,0.0019428314525238865
16,Chapter 16,6,277,0.2288135593220339,0.423728813559322,0.423728813559322,0.423728813559322,0.0008380894921350249,0.0015520175780278237,0.0015520175780278237,0.0015520175780278237
17,Chapter 17,0,484,0.22482435597189696,0.2459016393442623,0.2459016393442623,0.2459016393442623,0.0014388568520138328,0.0015737496818901296,0.0015737496818901296,0.0015737496818901296
17,Chapter 17,1,228,0.31794871794871793,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.0009585632942679461,0.0016233733209376506,0.0016233733209376506,0.0016233733209376506
17,Chapter 17,2,335,0.2545454545454545,0.3927272727272727,0.4509090909090909,0.4509090909090909,0.0011275583433306966,0.001739661443995932,0.001997389065328663,0.001997389065328663
17,Chapter 17,3,292,0.23371647509578544,0.37547892720306514,0.37547892720306514,0.37547892720306514,0.0009024040770101466,0.0014497639269999078,0.0014497639269999078,0.0014497639269999078
